Наименование объекта центра питания, класс напряжения;Год ввода/Год реконструкции (при изменении установленной мощности) ;Установленная мощность трансформаторов;Широта;Долгота
ПС 35/10 кВ Княжья Байгора;1975;3.2;52.3457468031625;40.0121396197755
ПС 35/10 кВ Правда;1984;6.5;52.4341652926498;40.1378691012693
ПС 35/10 кВ Красная Дубрава;1984;5;52.3874909336884;39.9144238332961
ПС 35/10 кВ Матыра;1973;7.2;52.545803807677;39.7551952409661
ПС 35/10 кВ Вперед;1973;8;52.4607874887549;40.0969424131759
ПС 35/10 кВ Малей;1993;5;52.5754592950912;39.7900567545482
ПС 35/10 кВ СХТ;1978;4.1;52.5158377828838;39.9751340301161
ПС 35/10 кВ Сошки;1988;8;52.3427448591472;39.7112365976393
ПС 35/6 кВ Таволжанка;1995;8;52.4927596353164;39.9098858955515
ПС 35/10 кВ Трубетчино;1965;6.5;52.8914971844473;39.5359369966189
ПС 35/10 кВ Ратчино;1982;5;53.0350468518422;39.8588347938855
ПС 35/10 кВ Каликино;1971;6.4;52.9587565748467;39.799968070966
ПС 35/10 кВ Борисовка;1979;8;52.8126299022544;39.9064214820044
ПС 35/10 кВ Введенка;1971;8;52.7344053494921;39.6627663067305
ПС 35/10 кВ Грязное;1976;8;52.4104817421381;39.4506066424625
ПС 35/10 кВ Борино;1959;12.6;52.4688851455606;39.3706795364844
ПС 35/10 кВ Частая Дубрава;1974;8;52.5426961453674;39.2772251118083
ПС 35/10 кВ Троицкая;1974;6.5;52.5010807530039;39.5093375600795
ПС 35/6 кВ Вешаловка;1978;5;52.748680992023;39.3005415791656
ПС 35/10 кВ Пружинки;1986;5;52.7222744417311;39.1817700718053
ПС 35/10 кВ Стебаево;1987;5;52.4072426557147;39.2453301833298
ПС 35/10 кВ Хлебопродукты;1990;12.6;52.545579153569;39.4854557014233
ПС 35/10 кВ Сенцово;1985;20;52.6367313305411;39.3627959314803
ПС 35/10 кВ Мясокомбинат;1975;12.6;52.5273298252285;39.4929591213698
ПС 35/6 кВ Птицефабрика;1972;8;52.6682344198108;39.4666664025028
ПС 35/6 кВ Водозабор;1991;20;52.6696732231267;39.6924640594314
ПС 35/10 кВ Петровская;1973;6.5;52.247397841412;40.6425386978674
ПС 35/10 кВ Лебедянка;1960;5;52.0106269469092;40.3460443865573
ПС 35/10 кВ Новочеркутино;1974;8;52.3251006853863;40.3971839960458
ПС 35/10 кВ Ивановка;1978;5;52.3215113508017;40.2364965774938
ПС 35/10 кВ Поддубровка;1980;5;52.130016427507;39.5445329049888
ПС 35/10 кВ Плавица;1978;3.2;52.2081364807742;40.3364873897501
ПС 35/10 кВ Паршиновка;1980;4.1;51.9898167425167;40.5289218790788
ПС 35/10 кВ Талицкий Чамлык;1972;7.2;52.0439033743599;40.5372675731968
ПС 35/10 кВ Демшинка;1991;5;52.1004527224073;40.3268325147014
ПС 35/10 кВ Березняговка;1969;3.2;52.1537308634375;40.057713165357
ПС 35/10 кВ Дмитриевка;1980;5;52.2840116987414;39.9273783914538
ПС 35/10 кВ Пашково;1977;5;51.9984701991785;39.9631758452293
ПС 35/10 кВ Московка;1988;3.2;52.1512805175011;39.6469840611373
ПС 35/10 кВ Бочиновка;1993;8;52.0551413061779;39.7532913133045
ПС 35/10 кВ Федоровка;1979;5;52.1274504817887;39.8994109690528
ПС 35/10 кВ Куликово;1995;5;52.225646885356;39.5719961856667
ПС 35/10 кВ Конь-Колодезь;1982;5;52.1326751359102;39.1631365481394
ПС 35/10 кВ Дмитряшевка;1977;5;52.1787923064093;38.9486054891325
ПС 35/10 кВ Речная;1983;8;52.1402326449722;39.0663753887138
ПС 35/10 кВ Негачевка;1975;5;52.0531094998947;39.0248503065336
ПС 35/10 кВ Карамышево;1999;20;52.3617974233206;39.4997193751989
ПС 35/10 кВ Тюшевка;1982;8;52.7597199639299;39.4990373170864
ПС 35/10 кВ Сселки;2009;20;52.6626787329002;39.7375784085889
ПС 110/35/10 кВ Тербуны-110;1973;20;52.1515299155489;38.3052643217394
ПС 110/35/10 кВ Долгоруково;1970;16.3;52.3046328371681;38.365686084183
ПС 110/35/10 кВ Волово;1993;20;52.0329257634473;37.879796475825
ПС 110/35/10 кВ Измалково;1980;20;52.6874343348974;37.9767444800384
ПС 110/35/10 кВ Гороховская;1974;32;52.3834207439759;38.9552059392968
ПС 110/35/10 кВ Донская;1966;20;52.6089936424621;38.9801263936986
ПС 110/35/10 кВ Лебедянь;1964;32;53.0061621574824;39.1061476435234
ПС 110/35/10 кВ Чаплыгин-новая;1996;32;53.228548925315;39.9297119863202
ПС 110/35/10 кВ Компрессорная;1981;32;53.1970435830594;40.0028284814397
ПС 110/35/10 кВ Россия;1981;32;52.8602564444447;38.7026556815198
ПС 110/35/10 кВ Березовка ;1983;26;53.4338338986065;38.8847558863036
ПС 110/35/10 кВ Астапово;1986;32;53.2110028557221;39.4782269130365
ПС 110/35/10 кВ Химическая;1986;32;53.2452784722464;39.1909623696903
ПС 110/35/6 кВ Бугор;1934;126;52.5910593450283;39.5593254828985
ПС 110/35/6 кВ Цементная;1963;135;52.6563746002173;39.6356523120047
ПС 110/10/6 кВ Т-1, Т-2 Гидрооборудование;1976;50;52.4759051273509;39.9352672866921
ПС 110/35 кВ Т-3 Гидрооборудование;1976;31.5;52.4759051273509;39.9352672866921
ПС 110/35/10 кВ Усмань;1954;32;52.0700777242178;39.7039397457518
ПС 110/35/10 кВ Аксай;1984;20;52.2750068766476;39.7738448060333
ПС 110/35/10 кВ Никольская;1976;12.6;52.1029292053373;39.7345486735108
ПС 110/35/10 кВ Хворостянка;1976;26;52.3217576254476;40.2489701837281
ПС 110/35/10 кВ Добринка;1976;26;52.1706893483561;40.4441556865811
ПС 110/35/10 кВ Верхняя Матренка;1977;12.6;52.0486067901387;40.1657296205465
ПС 110/35/10 кВ Казинка;1979;32;52.5278730990253;39.8076857831775
ПС 110/35/10 кВ Доброе;1983;32;52.8432798512822;39.7955231595461
ПС 110/35/6 кВ Новая Деревня;1973;20;52.737417118238;39.415152267449
ПС 110/35/6 кВ Вербилово;1978;16.3;52.3083753749925;39.3767132900328
ПС 110/35/10 кВ Хлевное;1981;32;52.1752847129628;39.1083237793929
ПС 110/35/10 кВ Набережное;1973;16.3;51.984302952947;38.1191689789719
ПС 110/35/10 кВ Троекурово;1998;16.3;53.4096287002666;39.6929801549621
