Наименование объекта центра питания, класс напряжения;Год ввода/Год реконструкции (при изменении установленной мощности) ;Установленная мощность трансформаторов;Широта;Долгота
ПС 35/10кВ Домашово;2006;2.5;53.4405601638826;34.0447879383736
ПС 35/6кВ Дроновская;1975;2.5;53.0434499157013;35.2317773745873
ПС 35/10кВ Жирятинская;1984;8;53.230844997476;33.710799404807
ПС 35/10кВ Заводская;1985;6.5;52.9915886460205;31.5754421150679
ПС 35/10кВ Игрицкая;1970;7.2;52.3937861762805;34.451370026046
ПС 35/10кВ Истопки;1975;3.2;52.4144832140137;32.4057707287111
ПС 35/10кВ Касиловская;1976;3.5;53.6984405772815;33.8575174691724
ПС 35/10кВ Каташин;1987;3.2;52.5861927548526;32.1744633204007
ПС 35/10кВ Киваи;1964;5;52.608433864945;32.3645896630059
ПС 35/10кВ Кокоревская;1969;4;52.5830938017026;34.2769608177606
ПС 35/10кВ Косицкая;1976;5;52.0645009122519;34.4652114029191
ПС 35/10кВ Крупец;1983;5;52.5358629949241;34.4747331092959
ПС 35/10кВ Крутояр;1970;4.1;53.2278842748571;32.6207836395526
ПС 35/10кВ Логоватое;1980;4.1;52.5878997687518;32.5748318012681
ПС 35/10кВ Лопазна;1981;5;53.0122331456595;32.609863773169
ПС 35/10кВ Луна;1961;3.2;53.4986666765568;33.8702644659381
ПС 35/6кВ Любохна;1980;12.6;53.5108810046644;34.3981689166298
ПС 35/6кВ Малополпинская;1991;4;53.2728105778577;34.6288903369882
ПС 35/10кВ Мареевская;1976;3.2;53.5042247537181;33.4895670641842
ПС 35/10кВ Мглин;1973;8;53.0514960120886;32.8284426036959
ПС 35/10кВ Мишковка;1981;3.2;52.4940158842094;32.9207906739279
ПС 35/10кВ Молодьково;1983;1.6;53.1858103542625;32.8432984838521
ПС 35/10кВ Морачевская;1986;1.6;53.3022970278228;33.5963382345503
ПС 35/10кВ Невдольск;1986;3.2;52.3014965220578;34.304901499457
ПС 35/10кВ Ново-Дроков;1980;5;53.1057599467121;32.5394004211097
ПС 35/10кВ Норинская;1974;8;53.1199126453111;33.3496342057861
ПС 35/6кВ Пальцо;1982;6.5;53.2838994394161;34.918953516964
ПС 35/10кВ Папсуевская;1981;2.5;53.0541293401882;33.6011101974202
ПС 35/6кВ Победа;1976;8;53.5174290052175;34.3333705838271
ПС 35/10кВ Погребы;1976;8;52.6650702981705;34.5292067369874
ПС 35/10кВ Привольская;1975;5;52.9953851769009;34.4558154102829
ПС 35/10кВ Путевая;1960;12.6;52.6104634046851;32.7428971292741
ПС 35/10кВ Радутинская;1981;1.6;52.627730789044;33.9452058020623
ПС 35/10кВ Ржаницкая;1981;5;53.4430682618979;33.9104427995097
ПС 35/10 кВ Рогнединская;1977;10.3;53.802230773484;33.5791193301793
ПС 35/10кВ Ружное;1976;8;52.9693103766272;34.7481240894172
ПС 35/10кВ Салтановская;1977;2.5;52.7655266623661;34.3095142147289
ПС 35/10кВ Светово;1983;2.5;52.1021198806869;34.2236932124247
ПС 35/10кВ Севская;1971;12.6;52.1854780008358;34.5053275869104
ПС 35/10кВ Селищанская;1977;5;52.9947408274927;33.1956215797714
ПС 35/10кВ Слава;1963;4.1;52.9626302584079;32.4122928163117
ПС 35/10кВ Смолевичи;1972;12.6;52.7969681898978;32.2313676683131
ПС 35/10кВ Совхозная;1979;4;52.6895614355968;34.6925930696472
ПС 35/10кВ Соловьевка;1990;3.2;52.1928467443524;32.1888587143725
ПС 35/6кВ Старь;1974;16.3;53.6796191331834;34.1814991001662
ПС 35/10кВ Страчевская;1978;2.5;52.1900230796224;34.1738901055396
ПС 35/10кВ Страшевичи;1991;4;53.2438429994;33.8699783128569
ПС 35/10кВ Сытая Буда;1985;5;52.471029238749;32.2437539044974
ПС 35/6кВ Тембр;1968;11.2;52.8619981647232;32.6657307201835
ПС 35/10кВ Тепловская;1969;5;53.0440368013972;34.6154718874795
ПС 35/10кВ Усожа;1977;2.5;52.2978570648441;34.743864558574
ПС 35/10кВ Федоровская;1981;3.4;53.9301659779189;33.5675214969124
ПС 35/6кВ Фокинская;1946;48;53.2226786643077;34.4129177458426
ПС 35/6кВ Фосфоритная;1956;27.9;53.2624865604664;34.4889242291546
ПС 35/10кВ Хариновская;1982;1;53.8436890169555;33.3941157245405
ПС 35/10кВ Харитоновская;1983;4;53.4044345059392;33.01695281882
ПС 35/10кВ Хвощевская;1980;6.5;51.9721351635571;34.2940521374754
ПС 35/10кВ Чуровичи;1974;5;52.1799228472937;32.0167090801348
ПС 35/10кВ Щербиничи;1978;5;52.2999444902238;31.8870218102386
ПС 35/10кВ Яковская;1982;2.5;52.8333755413242;33.9767432712104
ПС 35/10/6кВ Сещенская;1967;8;53.7364888209757;33.3343801193744
ПС 35/10/6кВ Сещенская;1967;2.5;53.7365888209757;33.3344801193744
ПС 35/6/10кВ Ущерпье;1979;1.6;52.730791843501;31.8909909312566
ПС 35/6/10кВ Ущерпье;1979;1.6;52.730891843501;31.8908909312566
