Наименование объекта центра питания, класс напряжения;Год ввода/Год реконструкции (при изменении установленной мощности) ;Установленная мощность трансформаторов;Широта;Долгота
"ПС 35/10 кВ ""Минское""  ";1981;5;57.7006439954321;41.020726681111
"ПС 35/6 кВ ""Мисково"" ";1983;3.6;58.0870529470062;41.0849018070962
"ПС 35/6 кВ ""Никольское"" ";1975;8;57.8032121148488;41.1030255396519
"ПС 35/6 кВ ""Саметь""";1973;5.6;57.807227688902;40.7323138298671
"ПС 35/10 кВ ""Сухоногово"" ";1979;7.2;57.5672584522903;41.0595707245406
"ПС 35/10 кВ ""Сущево"" ";1972;8;57.9225756275257;40.9651945927683
"ПС 35/6 кВ ""ЭМЗ""";1974;2.6;57.9777091148399;41.1446169970857
"ПС 110/35/10 кВ ""Красное"" ";1982;32;57.5403064868198;41.2275418917512
"ПС 35/10 кВ ""Исаево""  ";1988;8;57.6610078691377;41.1450279481939
"ПС 35/10 кВ  ""Чапаево""";1990;5;57.6460587784529;41.3884766348275
"ПС 35/10 кВ ""Чернево""  ";1969;3.6;57.5977092722651;41.5470950886141
"ПС 110/35/6 кВ ""Нерехта-1""";1974;50;57.4478900820274;40.5389959342813
"ПС 110/10 кВ ""Нерехта-1""";1980;32;57.4498900820274;40.5379959342813
"ПС 110/10/6 кВ ""Нерехта-2"" ";2014;26;57.4587108392844;40.5837219388414
"ПС 35/10 кВ ""Владычное""  ";1982;3.2;57.4206250445263;41.0624163901612
"ПС 35/10 кВ ""Татарское""";1991;3.2;57.5261373841135;40.9071440237056
"ПС 110/35/10 кВ ""Александрово"" ";1982;12.6;57.6653976186011;42.317511108661
"ПС 110/35/10 кВ ""Красная Поляна"" ";1970;20;57.8791697895696;42.19841444207
"ПС 35/10 кВ ""Игодово"" ";1981;3.2;58.0122267667291;42.3376004844073
"ПС 35/10 кВ ""Клеванцово"" ";1973;3.2;57.823841629919;42.4655067112725
"ПС 35/10 кВ ""Островское""  ";1980;5;57.8204888200137;42.253167764793
"ПС 110/10 кВ ""Судиславль"" ";1991;20;57.9300932410129;41.6940679533031
"ПС 35/10 кВ  ""Воронье"" ";1969;3.6;58.0035231965226;42.0102094636846
"ПС 110/35/10 кВ ""Сусанино"" ";1987;20;58.1309936248795;41.6002451955243
"ПС 35/10 кВ ""Калининская""";1982;5;58.035318576023;41.4422014670753
"ПС 110/35/6 кВ ""Аэропорт"" ";1993;32;57.7827896457224;41.0472637774292
"ПС 110/35/10 кВ ""Восточная-2"" ";1980;50;57.7408359325726;41.0140899376477
"ПС 110/35/6 кВ ""Кострома-3"" ";2016;32;57.780671167882;40.8780548598293
"ПС 110/35/10 кВ ""Южная"" ";1986;50;57.7337059201776;40.9072307860313
"ПС 110/10 кВ ""Давыдовская""";2009;50;57.7402051063847;41.0261408771088
"ПС 110/6 кВ ""Кострома-1""";2015;32;57.7436892508754;40.8918886410077
" ПС 110/6 кВ ""Северная"" ";1968;45;57.7812788856115;40.9637815959797
"ПС 110/6 кВ ""Строммашина""";1974;80;57.738807568284;40.8758433663668
"ПС 110/10/6 кВ ""Центральная"" ";1990;50;57.7751456727208;40.9567308457915
"ПС 35/6 кВ ""Байдарка"" ";1971;12.6;57.7246072862011;40.9831440994879
"ПС 35/6 кВ ""Волжская"" ";1981;8;57.8353169214401;40.8793522729448
