Наименование;Установленная мощность, МВА;Классы напряжения
ПС 220 кВ Биробиджан;236;220/110/35/6
ПС 220 кВ Кульдур;29;220/35/6
ПС 220 кВ Левобережная;1030;220/35/10
ПС 220 кВ Лондоко;60;220/35/6
ПС 220 кВ Облучье;45;220/35/6
ПС 500 кВ Хабаровская;1002;500/220
