345;"ПС";"Кисельная";110000;"ПС 226"
346;"ПС";"Новая Ладога";110000;"ПС 227"
347;"ПС";"Колчаново";110000;"ПС 295"
348;"ПС";"Обитай";110000;"ПС 378"
349;"ПС";"Волхов";110000;"ПС 393"
350;"ПС";"Мыслинская";110000;"ПС 208"
351;"ПС";"Тихвин-Западная";110000;"ПС 147"
352;"ПС";"Бокситогорская";110000;"ПС 32"
353;"ПС";"Маркули";35000;"ПС 13"
354;"ПС";"Тихвин - город";110000;"ПС 143"
355;"ПС";"Тихвин";35000;"ПС 4"
356;"ПС";"Ново-Андреево";35000;"ПС 15"
357;"ПС";"Культура";110000;"ПС 162"
358;"ПС";"Дыми";110000;"ПС 249"
359;"ПС";"Газокомпрессорная";110000;"ПС 293"
360;"ПС";"Палуя";110000;"ПС 329"
361;"ПС";"Пашозеро";35000;"ПС 12"
362;"ПС";"Мозолево";110000;"ПС 389"
363;"ПС";"Кайвакса";110000;"ПС 516"
364;"ПС";"Бор";35000;"ПС 2"
365;"ПС";"Пяхта";35000;"ПС 5"
366;"ПС";"Коськово";35000;"ПС 6"
367;"ПС";"Ганьково";35000;"ПС 11"
368;"ПС";"Бобочинская";35000;
369;"ПС";"Гавриловская";35000;
370;"ПС";"Рябовская";35000;
371;"ПС";"Красносельская";110000;"ПС 331"
372;"ПС";"Каменногорская-1";110000;"ПС 56"
373;"ПС";"Каменногорская";35000;
374;"ПС";"Лесогорская";35000;
375;"ПС";"Пруды";35000;
376;"ПС";"Возрождение";110000;"ПС 318"
377;"ПС";"Бородинская-1";110000;"ПС 533"
378;"ПС";"Кузнечная";110000;"ПС 57"
379;"ПС";"Мельниково";110000;"ПС 519"
380;"ПС";;35000;"ПС 25"
381;"ПС";"Выборг-районная";110000;"ПС 26"
382;"ПС";"Гончаровская";35000;
383;"ПС";"Перовская";35000;
384;"ПС";"Кондратьевская";35000;
385;"ПС";"Калининская";35000;
387;"ПС";"Выборг-южная";110000;"ПС 159"
388;"ПС";"Стапель";35000;
389;"ПС";"Прибыловская";35000;
390;"ПС";"Токаревская";35000;
391;"ПС";"РЦ-11";110000;"ПС 500"
392;"ПС";"Тосно";110000;"ПС 483"
393;"ПС";"Тосно-новая";110000;"ПС 539"
394;"ПС";"Тосно";35000;"ПС 716"
395;"ПС";"Нурма";35000;"ПС 718"
396;"ПС";"Шапки";35000;"ПС 719"
397;"ПС";"Андрианово";35000;"ПС 722"
398;"ПС";"Ульяновка";35000;"ПС 724"
399;"ПС";"Никольское ЛСР";110000;"ПС 198"
400;"ПС";"Рябово";110000;"ПС 484"
401;"ПС";"Сельцо";35000;"ПС 721"
402;"ПС";"Любань";35000;"ПС 723"
403;"ПС";"Трубный Бор";35000;"ПС 732"
405;"ПС";"Пельгора";35000;"ПС 717"
406;"ПС";"Гарболовская";110000;"ПС 43"
407;"ПС";"Лемболово";35000;"ПС 603"
408;"ПС";"Васкелово";35000;"ПС 620"
409;"ПС";"Новотоксовская";35000;"ПС 628"
410;"ПС";"Токсово";35000;"ПС 601"
411;"ПС";"Токсово";110000;
412;"ПС";"ГИПХ";110000;"ПС 51"
413;"ПС";"Сертолово";110000;"ПС 537"
414;"ПС";"Касимово";35000;"ПС 607"
415;"ПС";"Лупполово";110000;"ПС 365"
416;"ПС";"Агат";35000;
417;"ПС";"Красноборская";35000;"ПС 606"
418;"ПС";"Победа";110000;"ПС 158"
