Наименование;Установленная мощность, МВА;Классы напряжения
ПС 220 кВ Литейная;800;220/110/10
ПС 220 кВ Мирная;672;220/110/6
ПС 220 кВ Орбита;500;220/110/10
ПС 220 кВ Спутник;500;220/110/10
ПС 220 кВ Электрон;250;220/110/10
ПС 500 кВ Калужская;1503;500/220/10
