Наименование;Установленная мощность, МВА;Классы напряжения
ПС 220 кВ Вятские поляны;250;220/110/10
ПС 220 кВ Зуевка;50;220/35/10
ПС 220 кВ Киров;308;220/110/35/6
ПС 220 кВ Котельнич;240;220/110/10
ПС 220 кВ Лебяжье;125;220/110/10
ПС 220 кВ Мураши;125;220/110/10
ПС 220 кВ Омутнинск;250;220/110/10
ПС 220 кВ Чепецк;250;220/110/10
ПС 500 кВ Вятка;1402;500/220/110/35/10
