Наименование;Установленная мощность, МВА;Классы напряжения
ПС 220 кВ Дон;250;220/110/35
ПС 220 кВ Елецкая;375;220/110/35/10
ПС 220 кВ Маяк;80;220/10
ПС 220 кВ Металлургическая;500;220/110/10
ПС 220 кВ Новая;650;220/110/35
ПС 220 кВ Правобережная;740;220/110/35/10
ПС 220 кВ Правобережная (нов.);300;220/110/35/10
ПС 220 кВ Северная;926;220/110/10
ПС 220 кВ Тербуны;250;220/110/35
ПС 500 кВ Борино;1002;500/220/10
ПС 500 кВ Елецкая;1002;500/220/10
ПС 500 кВ Липецкая;1503;500/220/35
